ID,VerseID,Word,Meaning
469,"2صم15: 12","اخيتوفل","اسم عبرى معناه اخو الجهل"
470,"2صم17: 8","مثكل","فقدت وحيدها"
471,"2صم17: 19","سميذا","السميذ = دقيق ابيض نقى"
472,"2صم18: 17","الجب","البئر - الحفرة العميقة"
473,"2صم18: 23","الغور","السهل الارض المنبسطة"
474,"2صم22: 10","طاطا","احنى"
475,"2صم22: 11","كروب","احد الملائكة التى تحمل العرش الإلهى"
476,"1مل4: 7","يمتارون","يمتار = يجمع المؤنة"
477,"1مل4: 23","الظباء","الغزال"
478,"1مل5: 9","ارماثا","حزم ضخم من الخشب تساق عائمة على وجه الماء"
479,"1مل5: 11","كر","مكيال = 229 لتر تقريبا"
480,"1مل6: 5","المحراب","قدس الاقداس"
481,"1مل6: 6","الجوائز","الخشب المعترض بين حائطين"
482,"1مل6: 31","الساكف","العتبة العليا"
483,"1مل7: 21","ياكين","اسم عبرى معناه يثبت"
484,"1مل7: 26","بث","مكيال للسوائل"
485,"1مل7: 28","اتراس","الواح مربعة"
486,"1مل7: 50","المقاص","أداة لقص الجزء المحترق من الفتيل"
487,"1مل8: 37","جردم","الجراد فى  أخطر أطواره لشراهته"
488,"1مل9: 22","ثوالثه","رتبة عسكرية"
489,"1مل10: 11","الصندل","نوع من الخشب طيب الرائحة"
490,"1مل11: 5","ملكوم","اسم كنعانى معناه ملككم و كان اله للعمونيين"
491,"1مل12: 11","بالعقارب","العقارب = نوع من السياط بها كرات صغيرة من الحديد"
492,"1مل14: 10","البعر","نفايات معدة الحيوان كالماعز و الأغنام"
493,"1مل17: 12","الكوار","إناء يحفظ فيه الدقيق"
494,"1مل19: 4","رتمة","نوع من شجر الشيح"
495,"1مل19: 6","رضف","سطح ساخن - حجارة محماة بالنار كان يخبز عليها"
496,"1مل22: 25","مخدع","حجرة"
497,"2مل1: 2","عليته","العلية = حجرة أعلى المنزل"
498,"2مل1: 8","ايليا","اسم عبرى معناه الهى يهوه"
499,"2مل5: 24","الاكمة","التل"
500,"2مل6: 5","عارية","إستعارة"
501,"2مل6: 25","القاب","مكيال سعته 2.25 لتر"
502,"2مل9: 30","بالاثمد","بالكحل"
503,"2مل9: 37","كدمنة","دمنة = مزبلة"
504,"2مل10: 32","يقص","يعاقب"
505,"2مل14: 9","العوسج","شجر الشكوك"
506,"2مل17: 31","ادرملك","اسم اكادى معناه ملك مقتدر"
507,"2مل18: 27","عذرتهم","العذرة = البراز"
508,"2مل18: 31","جفنته","الجفنة = شجرة العنب"
509,"2مل19: 23","عقاب","اعلى المرتفعات"
510,"2مل19: 26","كملفوح","ملفوح = محروق"
511,"2مل19: 28","خزامتي","خزامة = حلقة معدنية توضع فى الأنف"
512,"2مل20: 7","الدبل","الدمل"
513,"2مل21: 13","مطمار","الخيط الذى يمده البناء على الحائط لتسوية المداميك"
514,"2مل23: 17","الصوة","كومة حجارة على قبر"
515,"2مل24: 14","الاقيان","قين = حداد"
516,"2مل25: 4","فثغرت","فكسرت"
517,"1اخ4: 21","البز","نسيج من الكتان غالى الثمن"
518,"1اخ9: 2","النثينيم","اشخاص مكرسون لخدمة الهيكل"
519,"1اخ12: 2","نازعون","يشدون وتر القوس"
520,"1اخ13: 5","شيحور","اسم مصرى معناه بحيرة حورس اطلق على نهر النيل"
521,"1اخ15: 20","الجواب","الصوت السوبرانو"
522,"1اخ15: 21","القرار","الصوت المنخفض"
523,"1اخ16: 32","ليعج","صوت المياه الرهيب"
524,"1اخ20: 6","اعنش","من له ستة اصابع فى اليد"
525,"1اخ29: 2","كحلاء","شديدة السواد"
526,"1اخ29: 7","درهم","يعادل 8.19 جرام تقريبا"
527,"2اخ4: 17","غور","ارض منخفضة"
528,"2اخ7: 3","المجزع","ما فيه سواد و بياض"
529,"2اخ13: 22","مدرس","كتاب - رسالة - قصة"
530,"2اخ17: 11","العربان","العرب"
531,"2اخ21: 11","طوح","اوقعه فى عبادة الاصنام"
532,"2اخ22: 6","لعيادة","لزيارة المريض"
533,"2اخ24: 24","بشرذمة","بجماعة قليلة العدد"
534,"2اخ24: 27","مرمة","ترميم - إصلاح"
535,"2اخ26: 14","مقاليع","آلات ترمى بها الحجارة"
536,"2اخ26: 15","منجنيقات","آلات حربية ترمى بها الحجارة"
537,"2اخ26: 19","فحنق","الحنق = الغيظ الشديد"
538,"2اخ32: 28","المسطار","الخمر الجديد"
539,"2اخ33: 15","الاشباه","التماثيل"
540,"2اخ36: 13","صلب","قسى"
541,"2اخ4: 17","غور","ارض منخفضة"
542,"2اخ7: 3","المجزع","ما فيه سواد و بياض"
543,"2اخ13: 22","مدرس","كتاب - رسالة - قصة"
544,"2اخ17: 11","العربان","العرب"
545,"2اخ21: 11","طوح","اوقعه فى عبادة الاصنام"
546,"2اخ22: 6","لعيادة","لزيارة المريض"
547,"2اخ24: 24","بشرذمة","بجماعة قليلة العدد"
548,"2اخ24: 27","مرمة","ترميم - إصلاح"
549,"2اخ26: 14","مقاليع","آلات ترمى بها الحجارة"
550,"2اخ26: 15","منجنيقات","آلات حربية ترمى بها الحجارة"
551,"2اخ26: 19","فحنق","الحنق = الغيظ الشديد"
552,"2اخ32: 28","المسطار","الخمر الجديد"
553,"2اخ33: 15","الاشباه","التماثيل"
554,"2اخ36: 13","صلب","قسى"
555,"عز2: 1","الكورة","المقاطعة"
556,"عز2: 36","الترشاثا","اسم فارسى معناه مخوف أو محترم"
557,"عز4: 13","خراجا","ضريبة الارض"
558,"عز8: 36","لمرازبة","المرازبة = الرؤساء عند الفرس"
559,"نح2: 1","مكمدا","مهموما"
560,"نح4: 13","قسيهم","القوس = الة حربية قديمة لقذف السهام"
561,"نح5: 7","بكت","عنف - وبخ بشدة"
562,"نح7: 71","ربوتين","الربوة = عشرة آلاف"
563,"نح8: 15","اس","نبات عطرى"
564,"نح9: 11","اليم","البحر"
565,"نح9: 37","كرب","حزن شديد"
566,"اس1: 6","بهت","رخام"
567,"اس1: 7","السقاء","وعاء للشرب"
568,"اس1: 9","وشتي","اسم فارسى معناه محبوبة"
569,"اس2: 5","مردخاي","اسم بابلى معناه ملك للإله مردك"
570,"اس2: 7","استير","اسم فارسى معناه كوكب"
571,"اس3: 1","هامان","اسم فارسى يشير الى الاله العيلامى هامان"
572,"اس8: 10","الرمك","فرس من أصل تركى"
573,"اس9: 19","الاعراء","مدن بدون اسوار"
574,"اي1: 1","ايوب","اسم عبرى معناه المضطهد و ربما يعنى التائب"
575,"اي1: 15","السبئيون","أهل سبأ"
576,"اي2: 11","اليفاز","اسم عبرى ربما كان معناه الله ذهب نقى"
577,"اي3: 9","عشائه","اول الظلام او من الغروب الى العشاء"
578,"اي3: 26","الرجز","العذاب و الغضب"
579,"اي4: 11","الليث","الأسد"
580,"اي5: 5","يشتف","يبتلع"
581,"اي5: 22","المحل","انقطاع المطر و جفاف المياه"
582,"اي6: 4","حمتها","السن المدبب للسهام"
583,"اي6: 6","المسيخ","م لا طعم له و لا ملوحة"
584,"اي7: 5","مدر","طين - وحل"
585,"اي7: 6","الوشيعة","المكوك فى نول النساج"
586,"اي8: 2","فيك","فمك"
587,"اي8: 11","الغمقة","ارض بها مياه"
588,"اي8: 16","خراعيبه","أغصانه الغضة الناعمة"
589,"اي9: 9","النعش","سبعة نجوم يطلق عليها الدب الأكبر"
590,"اي9: 13","رهب","لقب لمصر"
591,"اي9: 30","الاشنان","الصودا الكاوية التى تدخل فى صناعة الصابون"
592,"اي9: 31","النقع","الماء الركد العفن"
593,"اي11: 3","اصلفك","الصلف= الكبرياء"
594,"اي15: 33","حصرمه","الثمرة قبل النضج"
595,"اي18: 8","المصلاة","شبكة يصيدون بها الحيوانات"
596,"اي18: 12","البوار","الخراب"
597,"اي18: 19","عقب","العقب = الابن و ابن الابن"
598,"اي19: 17","خممت","انتنت"
599,"اي20: 25","البارق","السيف الحاد اللامع"
600,"اي20: 28","تهراق","المهراك = المصبوب - المسكوب"
601,"اي21: 18","كالعصافة","كالتبن الناعم"
602,"اي26: 13","مسفرة","مزينة - مزخرفة"
603,"اي27: 15","بالموتان","بالطاعون - بالوباء"
604,"اي27: 18","الناطور","الحارس"
605,"اي28: 1","يمحصونه","يخلصونه من الشوائب"
606,"اي28: 7","كاسر","طائر جارح مثل النسر"
607,"اي29: 18","السمندل","طائر يعيش فى الهند"
608,"اي30: 4","الملاح","نبات حمضى يجمعه الفقراء للأكل"
609,"اي30: 7","العوسج","نبات ذو أشواك ينبت عادة فى الاراضى الجافة"
610,"اي30: 12","الفروخ","الفرخ = الرجل الذليل الضعيف المطرود"
611,"اي30: 29","لرئال","الرأل = ولد النعامة"
612,"اي30: 30","حرش","خشن و مال الى السواد"
613,"اي32: 2","اليهو","اسم عبرى معناه هو الله"
614,"اي35: 16","فغر","فتح"
615,"اي36: 27","قطار","انسكاب المياه قطرة قطرة"
616,"اي37: 3","اكناف","اطراف"
617,"اي38: 16","مقصورة","اعماق المياه"
618,"اي38: 25","للهطل","المطر المتتابع"
619,"اي38: 30","تلكد","تماسك - تجمد"
620,"اي38: 40","تجرمز","تنقبض استعدادا للوثوب على الفريسة"
621,"اي38: 41","تنعب","تحرك رأسها فى صياح"
622,"اي39: 18","تحوذ","تستعد للجرى السريع"
623,"اي39: 25","يستروح","يشم من بعيد"
624,"اي39: 30","تحسو","تشرب"
625,"اي40: 15","بهيموث","فرس النهر"
626,"اي40: 21","السدرات","شجر ينبت على مجارى المياه"
627,"اي41: 1","لوياثان","ربما يقصد به التمساح و يظن البعض انه الحوت"
628,"اي41: 2","اسلة","شوكة"
629,"اي41: 7","بالال","بحراب الصيد"
630,"اي41: 23","مطاوي","ثنيات لحمه"
631,"اي42: 14","يميمة","اسم عبرى معناه يمامة"
632,"مز1: 1","طوبى","يالسعادة"
633,"مز1: 2","ناموس","كلمة يونانية تعنى قانون"
634,"مز6: 10","بغتة","فجأة فى لحظة"
635,"مز7: 14","يمخض","المخاض الام المراة الحامل التى تسبق الولادة"
636,"مز7: 15","كرا","حفر"
637,"مز12: 6","بوطة","فرن لصهر المعادن و تنقيتها"
638,"مز15: 3","يشي","يفترى على الاخرين و يشوه سمعتهم"
639,"مز17: 9","يكتنفونني","يحاصروننى - يحيطون بى من كل جهة"
640,"مز17: 12","القرم","المتلهف للأفتراس"
641,"مز18: 5","اشراك","فخاخ"
642,"مز19: 5","حجلته","حجلة = غرفة مزينة خاصة بالعروس أو العريس"
643,"مز22: 2","هدو","راحة"
644,"مز22: 12","باشان","اسم عبرى معناه ارض مستوية"
645,"مز23: 2","يربضني","يجعلنى استلقى - يجلسنى"
646,"مز27: 4","اتفرس","انظر بتدقيق"
647,"مز27: 12","مرام","رغبة - ارادة"
648,"مز29: 6","سريون","اصم صيدونى معناه درع"
649,"مز31: 6","يراعون","اللذين يتعبدون الى الاصنام الباطلة"
650,"مز31: 9","خسفت","تلفت"
651,"مز32: 6","غمارة","سيول - كناية عن التجارب"
652,"مز33: 7","امواه","مياه"
653,"مز35: 5","داحرهم","طاردهم"
654,"مز36: 12","دحروا","طرحوا ارضا"
655,"مز38: 5","قاحت","قاح = سال من الصديد"
656,"مز39: 11","العث","حشرة تبيض فى الجوخ"
657,"مز40: 4","الغطاريس","المتكبرين - المعجبين بأنفسهم"
658,"مز42: 6","مصعر","اسم عبرى معناه صغير و هو اسم جبل فى الجليل"
659,"مز42: 7","غمر","الجزء العميق من البحر"
660,"مز45: 4","الدعة","الوداعة"
661,"مز45: 8","مر","صمغ رائحته زكية"
662,"مز45: 9","اوفير","ارض تقع جنوب بلاد العرب"
663,"مز45: 12","صور","اسم سامى معناه صخر و هى مدينة فينيقية"
664,"مز48: 7","ترشيش","يعتقد ان ترشيش هى ترتيسوس و هى واقعة فى جنوب اسبانيا"
665,"مز49: 14","غداة","الصباح الباكر"
666,"مز51: 7","الزوفا","اسم نبات ذكر فى الكتاب المقدس"
667,"مز58: 4","حمة","السم"
668,"مز58: 7","فلتنب","اى لتبعد عن الهدف و لا تصبه"
669,"مز58: 8","الحلزون","حيوان رخو"
670,"مز68: 6","الرمضاء","الارض الجافة من شدة الحر"
671,"مز68: 27","جلهم","معظمهم - اكثرهم"
672,"مز68: 30","صوار","قطيع"
673,"مز68: 31","كوش","تدل فى كثير من الاحيان على بلاد الحبشة"
674,"مز69: 21","علقما","نبات شديد المرارة"
675,"مز73: 13","زكيت","طهرت"
676,"مز73: 18","البوار","الهلاك"
677,"مز76: 6","يسبخ","ينام نوم الموت"
678,"مز83: 7","عماليق","شعب من اقدم سكان سوريا"
679,"مز83: 9","مديان","اسم سامى معناه محكمة ابن ابراهيم من قطورة"
680,"مز83: 10","دمنا","زبلا - سماد"
681,"مز83: 13","الجل","القش الناعم"
682,"مز84: 3","السنونة","طائر صغير الحجم طويل الجناحين له صوت جميل"
683,"مز84: 6","مورة","المطر المبكر الذى ينهمر فى فصل الخريف"
684,"مز102: 3","وقيد","الحطب - اغصان يابسة توقد بها النار"
685,"مز104: 11","الفراء","الحمار الوحشي"
686,"مز105: 34","غوغاء","الجراد فى اخطر مراحله"
687,"مز106: 19","حوريب","سيناء"
688,"مز114: 8","غدران","جمع غدير = جدول مياه"
689,"مز120: 4","الرتم","شجر العرعر و هو شجر صنوبرى"
690,"مز135: 11","سيحون","اسم ملك من ملوك الاموريون"
691,"مز149: 8","بكبول","كبل = قيد"
692,"ام1: 4","تدبرا","تعقل"
693,"ام2: 18","الاخيلة","الموتى"
694,"ام3: 20","اللجج","المياه الكثيرة"
695,"ام5: 4","الافسنتين","نبات ورقه مر الطعم"
696,"ام6: 3","ترام","اتضع - تذلل"
697,"ام11: 22","فنطيسة","خطم - أنف"
698,"ام13: 3","يشحر","يتكلم بطياشة - بتهور"
699,"ام17: 7","السودد","الرفعة - المجد - الشرف"
700,"ام18: 24","الزق","الصق"
701,"ام19: 13","كالوكف","الوكف = تساقط المياه قطرة قطرة"
702,"ام20: 30","حبر","ضربات"
703,"ام21: 8","موزور","مرتكب الاثم"
704,"ام22: 29","الرعاع","الناس الضئيلى الشأن"
705,"ام23: 29","ازمهرار","احمرار فى العيون"
706,"ام25: 20","نطرون","نترات البوتاسيوم"
707,"ام27: 22","السميذ","الدقيق الابيض"
708,"ام29: 21","فنق","دلل - نعم"
709,"ام30: 1","مسا","اسم قبيلة كانت تقطن شمال جزيرة العرب"
710,"ام31: 1","لموئيل","اسم سامى معناه مكرس لله"
711,"ام31: 22","بوص","نسيج من كتان غالى الثمن"
712,"جا1: 4","دور","جيل"
713,"جا1: 16","ناجيت","تحدثت"
714,"جا11: 3","تريقه","تصبه"
715,"جا12: 3","الطواحن","الاسنان و الاضراس"
716,"جا12: 6","الجرة","القلب"
717,"جا12: 11","كالمناسيس","المنساة = عصا فى راسها حديدة تنخس بها البهائم"
718,"نش1: 3","مهراق","مصبوب - مسكوب"
719,"نش1: 6","ناطورة","حارسة"
720,"نش1: 10","بسموط","بخيوط ينتظم فيه الخرز و اللؤلؤ"
721,"نش1: 11","جمان","لؤلؤ"
722,"نش1: 17","سرو","شجر كبير يوجد بكثرة فى سوريا"
723,"نش2: 1","نرجس","نبات زهره ابيض و اصفر"
724,"نش2: 9","يوصوص","ينظر"
725,"نش2: 13","قعال","زهرة العنب"
726,"نش2: 14","محاجئ","ملاجيء"
727,"نش3: 6","اذرة","مسحوق عطرى"
728,"نش4: 8","خدور","المراد - عرين الاسد"
729,"نش4: 14","كركم","نبات الزعفران"
730,"نش5: 13","كخميلة","كحوض الزهور"
731,"نش7: 13","اللفاح","نبات رائحته طيبة و طعمه حلو"
732,"نش8: 6","لظى","نار شديدة"
733,"اش1: 1","اشعياء","اسم عبرى معناه خلاص يهوه"
734,"اش1: 5","سقيم","ضعيف"
735,"اش1: 8","مقثاة","القثاء = الخيار - العجور"
736,"اش1: 18","كالدودي","الدودى = صبغة حمراء تستخرج من ديدان صغيرة"
737,"اش1: 22","زغلا","شوائب"
738,"اش1: 23","لغفاء","شركاء اللصوص"
739,"اش1: 25","البورق","محلول قلوى يستعمل فى الغسل"
740,"اش1: 31","مشاقة","ما سقط من الشعر أو الكتان أو الحرير عند المشط"
741,"اش2: 4","سككا","محاريث"
742,"اش3: 1","الركن","عصا غليظة يستند اليها الانسان فى المشى"
743,"اش3: 20","حناجر","زجاجات العطر أو الطيب"
744,"اش3: 24","زنار","حزام من جلد يشد حول الوسط"
745,"اش5: 27","رازح","مرهق - متعب"
746,"اش7: 3","القصار","الشخص الذى يصبخ الثياب أو النسيج"
747,"اش8: 19","المشقشقين","يزقزقون كالعصافير"
748,"اش9: 14","الاسل","جمع أسلة = نبات تصنع منه السلال و الحصر"
749,"اش10: 4","يجثون","يركعون"
750,"اش10: 14","مصفصف","مزقزق - صوت الطيور"
751,"اش11: 8","الافعوان","ذكر الافعى - الحية الخبيثة السامة"
752,"اش14: 23","اجام","البرك - اماكن المياه"
753,"اش15: 6","الكلا","النجيل - العشب"
754,"اش18: 5","حصرما","الحصرم = عنب غير ناضج"
755,"اش19: 3","تهراق","تسكب - تسقط"
756,"اش19: 13","نوف","هى مدينة ممفيس المصرية القديمة"
757,"اش21: 10","دياستي","شعبى المداس - شعبى المطحون"
758,"اش22: 2","العجاجة","المشاغبة المضطربة"
759,"اش22: 12","التنطق","إرتداء"
760,"اش24: 18","ميازيب","شلالات"
761,"اش24: 20","كالعرزال","العرزال = حبل يربط فى أطراف النخل مثل الارجوحة يجلس عليه الحارس بعيدا عن الحيوانات المفترسة"
762,"اش25: 2","اعاجم","اغراب - اجانب"
763,"اش27: 9","كلس","جير"
764,"اش28: 11","لكناء","لسان غريب"
765,"اش28: 25","الشونيز","نبات ذو أزهار تشبه نبات الينسون -بذره يسمى حبة البركة"
766,"اش30: 4","حانيس","بلدة أهناسيا 100 كم جنوبى القاهرة"
767,"اش30: 22","فرصة","قطعة قماش"
768,"اش32: 4","العييين","العيى = المتلعثم - ثقيل اللسان"
769,"اش34: 4","السقاط","الثمر الذابل"
770,"اش34: 11","القوق","طائر مائى"
771,"اش34: 15","النكازة","نوع من الحيات الخبيثة"
772,"اش37: 25","خلجان","مجارى المياه"
773,"اش37: 38","نسروخ","احد الاله الاشوريـة"
774,"اش38: 17","وهدة","هوة فى الارض - حفرة"
775,"اش41: 19","الشربين","شجر ينتمى الى النوع الصنوبرى"
776,"اش41: 25","الملاط","المراد  الوحل"
777,"اش42: 14","انخر","الهث"
778,"اش44: 13","بالدوارة","بالفرجار - البرجل"
779,"اش44: 14","سنوبرا","شجر دائم الخضرة و خشبه شديد صلد"
780,"اش55: 13","القريس","نبات أوراقه مجهزة بأشواك سامة"
781,"اش64: 2","الهشيم","الاغصان المقطوعة"
782,"اش66: 20","هجن","جمال"
783,"ار1: 1","ارميا","اسم عبرى معناه الرب يؤسس"
784,"ار1: 17","فنطق","ضع حزام عريض حول وسطك"
785,"ار2: 16","تحفنيس","مدينة فى مصر"
786,"ار2: 22","نطرون","قلوى غير نقى يظهر على سطح بعض الاراضى"
787,"ار4: 30","بالاثمد","بالكحل"
788,"ار7: 29","مرثاة","قصيدة شعرية تعبر عن الحزن"
789,"ار10: 8","بلدوا","اصبح كل انسان فظا و وحشيا"
790,"ار11: 19","داجن","اليف"
791,"ار11: 21","عناثوث","مدينة فى نصيب بنيامين خصصت لللاويين"
792,"ار16: 16","جزافين","صيادين"
793,"ار19: 8","للدهش","للخراب"
794,"ار20: 10","ظلعي","عرجى"
795,"ار22: 14","بمغرة","مغرة = مادة حمراء تزين بها المساكن"
796,"ار22: 24","كنياهو","اسم عبرى اختصار يكنياهو و معناه يهوه يثبت"
797,"ار25: 9","صفيرا","فقرا"
798,"ار25: 10","الارحية","حجر الطاحونة - الرحاية"
799,"ار25: 26","شيشك","اسم عبرى معناه الانحدار و يشار به الى بابل"
800,"ار25: 38","عيصه","عيص = شجر كثيف"
801,"ار30: 13","رفادة","قطعة من القماش يعصب بها الجرح"
802,"ار30: 16","قاطبة","جميعا"
803,"ار31: 6","النواطير","الحراس"
804,"ار31: 21","صوى","حجارة تدل على الطريق"
805,"ار36: 22","الكانون","الموقد"
806,"ار38: 22","الحماة","الوحل المختلط بالقذارة"
807,"ار41: 17","جيروت","اسم عبرى معناه مرقب مكان تستريح فيه القوافل"
808,"ار42: 18","حلفا","لعنة"
809,"ار43: 9","الملبن","الفرن الذى يحرق فيه الطوب اللبن اى المصنوع من الطين"
810,"ار44: 1","مجدل","مدينة محصنة على حدود مصر الشمالية تجاه فلسطين"
811,"ار44: 30","حفرع","اسم مصرى ربما يعنى كاهن الشمس"
812,"ار46: 2","نخو","الملك الثانى من الاسرة السادسة و العشرين حكم مصر من سنة 609 - 594 ق. م"
813,"ار46: 6","ينوص","يهرب"
814,"ار46: 21","صيرة","مسمنة"
815,"ار47: 6","غمدك","الغمد = الجراب الذى يحفظ فيه السيف"
816,"ار48: 11","درديه","دردى = عكارة - رواسب"
817,"ار48: 18","الظماء","العطش - الجفاف - القحط"
818,"ار48: 32","يعزير","اسم عبرى معناه يعين و هى مدينة من جلعاد"
819,"ار48: 37","خموش","تقطعات"
820,"ار48: 45","هامة","اعلى  الرأس"
821,"ار50: 21","مراثايم","اسم عبرى معناه عصيان مزدوج و هو اسم مجازى لبابل"
822,"ار50: 39","رعال","بنات النعام"
823,"ار51: 40","اعتدة","عتود = تيس قوى"
824,"مرا1: 7","تطوحها","تيهانها فى البرية"
825,"مرا1: 20","يثكل","يهلك"
826,"مرا2: 13","اقايسك","اعادلك - اساويك"
827,"مرا2: 14","طوائح","نبوات كاذبة تسبب لهم الطرد من ارضهم"
828,"مرا2: 15","ينغضون","يهزون رؤسهم استهزاءا"
829,"مرا2: 18","حدقة","سواد العين"
830,"مرا4: 3","اطباءها","حلمات ثديها"
831,"مرا4: 7","جرزهم","قامتهم"
832,"حز1: 3","حزقيال","اسم عبرى معناه الله يقوى"
833,"حز1: 16","زبرجد","نوع من انواع الاحجار الكريمة"
834,"حز2: 6","سلاء","شوك النخل"
835,"حز3: 22","البقعة","الوادى"
836,"حز4: 9","كرسنة","نوع من الحبوب شبيه بالعدس"
837,"حز4: 12","الخرء","براز الانسان"
838,"حز4: 15","خثي","نفاية الحيوان"
839,"حز6: 4","شمساتكم","شمسات = تماثيل الشمس"
840,"حز6: 13","غبياء","خضراء"
841,"حز8: 11","يازنيا","اسم عبرى معناه الله يسمع"
842,"حز8: 14","تموز","اله البابليين كان زوجا لأخته الالهة عشتر"
843,"حز9: 4","سم","ضع علامة"
844,"حز11: 1","فلطيا","اسم عبرى معناه يهوه قد اعتق"
845,"حز12: 24","ملقة","تمتدح الناس بخلاف ما هم عليه"
846,"حز13: 10","بالطفال","بالطين"
847,"حز13: 18","اوصال","جمع وصل = معصم اليد"
848,"حز16: 7","نهد","تشكل - برز - نتأ"
849,"حز16: 10","بزا","نسيج من الكتان الغالى الثمن"
850,"حز16: 30","سليطة","سفيه - وقحة - طويلة اللسان"
851,"حز17: 3","القوادم","ريش طويل فى مقدمة جناح الطائر"
852,"حز17: 6","زراجينها","اغصانها"
853,"حز17: 7","خمائل","احواض الزهور"
854,"حز23: 3","ترائب","اعلى الصدر"
855,"حز23: 4","اهولة","اسم عبرى معناه خيمتها"
856,"حز23: 7","عقرها","اجرة زناها"
857,"حز23: 17","جفتهم","كرهتهم"
858,"حز23: 20","منيهم","السائل المنوى"
859,"حز23: 23","شهراء","مشهورين - ذائعين الصيت"
860,"حز23: 34","تجتثين","تقتلعين - تستأصلين"
861,"حز24: 6","زنجارها","الزنجار = صدأ النحاس"
862,"حز25: 13","ددان","مكان يقع فى جنوب الجزيرة العربية"
863,"حز27: 7","اليشة","كانت جزءا من جزيرة قبرص"
864,"حز27: 9","قلافوك","القلاف = الذى يسد شقوق السفينة"
865,"حز27: 16","البهرمان","حجر كريم لونه احمر"
866,"حز27: 17","منيت","موضع فى مملكة عمون وصلت اليه انتصارات يفتاح"
867,"حز27: 18","حلبون","مدينة فى سوريا مشهورة بخمورها"
868,"حز27: 19","سليخة","نوع من الطيب"
869,"حز27: 20","بطنافس","الطنافس = الحصير"
870,"حز27: 24","معكومة","مشدودة"
871,"حز30: 5","لود","شعب سكن فى منطقة ليديا فى غرب اسـيا"
872,"حز30: 15","سين","مدينة أون المصرية"
873,"حز30: 17","فيبستة","مدينة تل بسطا الان فى مصر"
874,"حز35: 7","الائب","الراجع"
875,"حز36: 3","تهمموكم","يريدون افتراسكم"
876,"حز39: 16","همونة","اسم عبرى معناه جمهور"
877,"حز40: 43","المازيب","صنانير لتعليق الذبيحة"
878,"دا1: 4","حاذقين","ماهرين"
879,"دا1: 6","دانيال","اسم عبرى معناه الله قضى"
880,"دا1: 7","بلطشاصر","اسم كلدانى معناه ليحفظ بيل حياته"
881,"دا2: 6","حلاوين","بقشيش - هدايا"
882,"دا3: 2","الفقهاء","علماء الدين"
883,"دا3: 5","القرن","البوق"
884,"دا3: 6","اتون","فرن مبنى من الحجارة"
885,"دا5: 6","خرز","فقرات العظام - مفاصل"
886,"دا6: 1","مرزبانا","المرزبان = الرئيس عند الفرس"
887,"دا6: 26","القيوم","القائم بذاته - الدائم القيام خلقه و حفظهم"
888,"دا9: 21","واغفا","مسرعا فى السير"
889,"دا10: 5","اوفاز","اسم مكان كان مصدرا للذهب"
890,"دا11: 43","اللوبيون","شعب ليبيا"
891,"دا11: 45","فسطاطه","خيامه الملكية"
892,"هو1: 1","هوشع","اسم عبرى معناه الخلاص أو الرب المعين"
893,"هو1: 3","جومر","اسم عبرى معناه الله يكمل"
894,"هو1: 4","يزرعيل","اسم عبرى معناه الله يزرع"
895,"هو1: 6","لورحامة","اسم عبرى معناه من لا رحمة لها"
896,"هو1: 9","لوعمي","اسم عبرى معناه ليس شعبي"
897,"هو2: 1","عمي","اسم عبرى معناه شعبى"
898,"هو2: 6","اسيج","اقيم سورا"
899,"هو3: 2","لثك","مكيال للمواد الجافة = 115 لتر تقريبا"
900,"هو5: 1","مصفاة","اسم عبرى معناه برج المراقبة"
901,"هو8: 5","زنخ","فسد"
902,"هو9: 6","موف","مدينة مصرية قديمة"
903,"هو10: 14","شلمان","اسم ملك من ملوك آشور"
904,"هو11: 8","كصبوييم","صبوييم = اسم عبرى معناه ظباء احدى مدن الدائرة احرقها الله مع بقية مدن الدائرة بنار من السماء"
905,"هو13: 12","مصرور","محفوظ فى صرة"
906,"هو14: 6","خراعيبه","أغصانه الصغيرة"
907,"يؤ1: 1","يوئيل","اسم عبرى معناه يهوه هو الله"
908,"يؤ1: 4","القمص","الجراد اول ما يخرج من البيضة"
909,"يؤ1: 17","الاهراء","مخازن الحبوب"
910,"يؤ2: 5","كصريف","الصريف= صوت الباب عند غلقه أو فتحه"
911,"يؤ2: 20","زهمته","رائحته النتنة"
912,"يؤ3: 6","الياوانيين","اليونانيون"
913,"عا1: 1","عاموس","اسم عبرى معناه حمل"
914,"عا1: 5","قير","اسم سامى معناه سور أو مدينة ذات سور كانت موطن الاراميين الاول و منها خرجوا الى الشام"
915,"عا3: 4","الوعر","الغاب"
916,"عا3: 12","كراعين","الكراع = الساق"
917,"عا4: 2","بشصوص","الشص= السنارة"
918,"عا4: 9","اليرقان","آفة تصيب الزرع"
919,"عا6: 1","نقباء","المشهورون - المعروفون"
920,"عا9: 5","تطمو","ترتفع - تعلو"
921,"عا9: 7","الكوشيين","شعب الحبشة"
922,"عو1: 1","عوبديا","اسم عبرى معناه عبد يهوه"
923,"عو1: 3","محاجئ","شقوق الصخر"
924,"عو1: 11","الاعاجم","الغرباء - الاجانب"
925,"عو1: 14","منفلتيه","الهاربين"
926,"عو1: 16","يجرعون","يبلعون"
927,"يون1: 1","يونان","الاسم العبرى يونه و معناه حمامة"
928,"يون1: 2","نينوى","عاصمة الامبراطورية الاشورية التى اذدهرت فى بعض القرون السابقة"
