ID,VerseID,Word,Meaning
929,"يون1: 3","ترشيش","اسم فينيقى معناه معمع التكرير و يعتقد انها مدينة ترتيسوس الواقعة جنوب اسبانيا"
930,"يون1: 6","النوتية","جمع نوتى = ربان السفينة"
931,"مي1: 1","ميخا","اسم عبرى معناه من كيهوه"
932,"مي1: 3","شوامخ","الاماكن العالية"
933,"مي1: 6","مغارس","الاماكن التى تغرس بها الشجيرات"
934,"مي1: 11","شافير","مدينة تقع فى يهوذا"
935,"مي1: 12","ماروث","موضع فى يهوذا"
936,"مي1: 13","لاخيش","مدينة محصنة تقع فى سهول يهوذا"
937,"مي1: 15","عدلام","اسم عبرى معناه ملجأ احدى مدن يهوذا"
938,"مي4: 3","سككا","اسنان المحراث"
939,"مي4: 6","الظالعة","العرجاء"
940,"مي5: 1","تتجيشين","تحشدين جيوشك"
941,"نا1: 1","ناحوم","اسم عبرى معناه معز"
942,"نا2: 1","المقمعة","المطرقة"
943,"نا2: 3","قرمزيون","يرتدون ملابس حمراء كالقرمز"
944,"نا2: 7","هصب","احدى ملكات نينوى أو نعت للمدينة و رمز لها"
945,"نا2: 12","جرائه","صغار الاسد"
946,"نا3: 2","البكر","العجلات الحربية"
947,"نا3: 9","فوط","شعب فى شمال افريقيا يعتقد انه شعب ليبيا"
948,"نا3: 17","كحرجلة","حرجلة = سرب - حشد كثيف"
949,"حب1: 1","حبقوق","اسم عبرى معناه يعانق"
950,"حب1: 6","القاحمة","المهاجمة"
951,"حب2: 7","مقارضوك","الذين يأكلونك أو يمزقونك"
952,"حب2: 16","قياء","قيء"
953,"حب3: 1","الشجوية","قصيدة حزينة"
954,"حب3: 7","كوشان","اسم سامى معناه يختص بكوش و ربما يشير الى بلاد العرب حيث كان يسكن الكوشيون"
955,"صف1: 1","صفنيا","اسم عبري معناه يهوة يستر . نبى يعود نسبه الى حزقيا الملك"
956,"صف1: 3","المعاثر","الاوثان"
957,"صف1: 4","الكماريم","كهنة الاصنام"
958,"صف1: 11","مكتيش","اسم عبرى معناه ملاط و هو موضع فى أورشليم"
959,"صف2: 9","القريص","الشوك"
960,"حج1: 1","حجي","اسم عبرى معناه عيد اى المولود فى يوم العيد"
961,"حج2: 16","عرمة","كومة من الحصيد بعد درسها"
962,"زك1: 1","زكريا","اسم عبرى معناه يهوه قد زكر"
963,"زك1: 8","شهب","بياض يخالطه سواد"
964,"زك9: 6","زنيم","لئيم"
965,"زك9: 15","كالمنضح","المنضح= اناء مجوف يستخدم للرش"
966,"زك12: 3","مشوالا","حجر ثقيل تمتحن به قوة الرجل برفعه عن الارض"
967,"زك13: 9","امحصهم","انقيهم من الشوائب"
968,"زك14: 6","الدراري","المراد الكواكب العظام"
969,"ملا1: 1","ملاخي","اسم عبرى معناه رسولى او ملاكي"
970,"ملا1: 8","لواليك","الوالى = الحاكم"
971,"مت1: 16","مريم","اسم عبرى معناه عصيان"
972,"مت1: 21","يسوع","الصيغة العربية للأسم العبرى يشوع و معنى الاسم يهوه مخلص"
973,"مت2: 1","مجوس","كلمة فارسية تعنى كهنة كانوا علماء فى الفلسفة و الفلك"
974,"مت2: 4","كتبة","جمع كاتب = انسان عالم فى الناموس الموسوى و الأسفار المقدسة"
975,"مت2: 18","الرامة","قرية صغيرة مبنية على هضبة عالية تبعد 5 اميال شمال اورشليم"
976,"مت3: 1","يوحنا","صيغة عربية للأسم يوحنان و يعنى فى العبرية يهوه حنون"
977,"مت3: 7","الفريسيين","فئة دينية متشددة تدعوا الى الاعتزال اتصفوا بالكبرياء و الرياء"
978,"مت4: 18","سمعان","اسم عبرى معناه مستمع"
979,"مت4: 21","يعقوب","اسم عبرى معناه يعقب - يمسك الكعب - يحل محل"
980,"مت4: 24","السقماء","المرضى"
981,"مت5: 22","رقا","فارغ - باطل"
982,"مت5: 26","الفلس","قطعة نقدية قليلة القيمة"
983,"مت5: 33","تحنث","لم تفى بالنذور او القسم"
984,"مت6: 1","احترزوا","انتبهوا"
985,"مت6: 11","كفافنا","الكفاف = الحد الادنى لسداد لحاجة"
986,"مت6: 28","زنابق","الزنبق = ريحان له زهر طيب الرائحة"
987,"مت7: 3","القذى","قشة صغيرة جدا"
988,"مت8: 20","اوجرة","جحور الثعالب"
989,"مت8: 32","الجرف","الجانب الذى اكله الماء من حافة النهر"
990,"مت9: 9","متى","من الاسم العبرى مثتيا الذى معناه عطية يهوة"
991,"مت10: 3","فيلبس","اسم يونانى معناه محب للخيل"
992,"مت10: 4","يهوذا","اسم عبرى معناه حمد"
993,"مت12: 20","مرضوضة","مسحوقة"
994,"مت13: 25","زوانا","الزوان = عشب سام يتعذر التفريق بينه و بين الحنطة فى البداية و لكن الفرق يظهر عند النضج و الاثمار"
995,"مت13: 31","خردل","نبات بزاره صغير الحجم"
996,"مت14: 35","كورة","البلاد المجاورة"
997,"مت17: 27","استارا","قطعة نقدية من الفضة ربما تساوى 4 دراهم او اكثر"
998,"مت21: 9","اوصنا","خلصنا"
999,"مت24: 43","هزيع","قسم من أقسام الليل"
1000,"مت26: 36","ضيعة","حديقة - بستان"
1001,"مت26: 71","الدهليز","ممر طويل ضيق بين الباب و الدار"
1002,"مر1: 1","انجيل","الاخبار السارة"
1003,"مر1: 2","ملاكي","رسولى"
1004,"مر2: 12","بهت","اندهش - ذهل"
1005,"مر4: 37","نوء","عاصفة"
1006,"مر5: 9","لجئون","اسم لاتينى لفرقة من الجيش الرومانى مؤلفة من 6000 الى 7000 جندى و تشير هنا الى غدد كثير من الارواح النجسة"
1007,"مر8: 3","يخورون","يصابون بالدوار"
1008,"مر8: 10","دلمانوثة","مكان يرجح أنه كان يقع على الشاطئ الغربى من بحر الجليل"
1009,"مر9: 18","فيزبد","يخرج من فمه رغوة بيضاء"
1010,"مر12: 4","شجوه","جعلوا رأسه تدمى"
1011,"مر12: 38","بالطيالسة","الطيلسان = رداء يشبه الجبة"
1012,"مر14: 3","ناردين","نوع من لطيب يسمى ايضا النرد"
1013,"مر14: 51","ازارا","رداءا"
1014,"مر15: 17","ارجوانا","ثوب لونه احمر"
1015,"مر15: 43","مشير","المشير عند اليهود هو احد اعضاء مجلس السنهدريم اعلى مجلس دينى عند اليهود"
1016,"لو1: 3","ثاوفيلس","اسم يونانى معناه محبوب من الله"
1017,"لو1: 41","ارتكض","تحرك"
1018,"لو2: 7","المذود","الصندوق الذى يوضع فيه علف البهائم"
1019,"لو2: 36","حنة","اسم عبرى معناه حنان - حنون - نعمة"
1020,"لو3: 1","طيباريوس","هو الامبراطور الرومانى الثانى فى ايامه صلب السيد المسيح"
1021,"لو5: 19","الاجر","الطوب الاحمر"
1022,"لو5: 27","لاوي","اسم عبرى معناه مقترن"
1023,"لو6: 7","شكاية","اتهام"
1024,"لو6: 38","ملبدا","مضغوطا"
1025,"لو7: 21","ادواء","جمع داء = مرض مزمن"
1026,"لو12: 10","جدف","شتم - سب"
1027,"لو12: 28","التنور","الفرن"
1028,"لو12: 42","العلوفة","الطعام"
1029,"لو12: 50","صبغة","معمودية"
1030,"لو16: 6","صكك","الصك = السند - الكمبيالة"
1031,"لو16: 20","لعازر","اسم عبرى معناه من يعينه يهوه"
1032,"لو18: 10","عشار","يحصل الضرائب من الشعب لحساب الرومان"
1033,"لو19: 13","امناء","المنا = 100 دينار"
1034,"لو23: 23","يلجون","يطلبون بألحاح"
1035,"لو23: 56","حنوطا","الحنوط = مجموعة من العطور و الأعشاب العطرية يدهن بها جسد الميت"
1036,"لو24: 11","كالهذيان","الهذيان = التكلم بكلام غير معقول"
1037,"يو1: 45","نثنائيل","مشتق من الاسم العبرى نثنئيل و معناه قد اعطى الله"
1038,"يو2: 6","اجران","الجرن = حجر منقور يوضع فيه الماء لأجل التطهيرات اليهودية"
1039,"يو5: 3","عسم","مشلولين"
1040,"يو7: 32","يتناجون","يتذمرون"
1041,"يو8: 28","رفعتم","صلبتم"
1042,"يو8: 46","يبكتني","يوبخني - يعنفني"
1043,"يو14: 5","توما","اسم ارامى معناه توأم"
1044,"يو21: 5","اداما","طعاما"
1045,"اع2: 10","دخلاء","الوثنيون الذين اعتنقوا الديانة اليهودية"
1046,"اع3: 8","يطفر","يقفز"
1047,"اع4: 13","عاميان","جاهلان"
1048,"اع5: 1","حنانيا","اسم عبرى معناه يهوه قد انعم"
1049,"اع5: 34","غمالائيل","اسم عبرى معناه مكافاة الله"
1050,"اع6: 5","استفانوس","اسم عبرى معناه تاج او اكليل من الزهور"
1051,"اع6: 9","الليبرتينيين","فئة من اليهود كان لهم مجمع خاص بهم فى أورشليم"
1052,"اع7: 8","الختان","هو عملية الطهارة عند الذكور"
1053,"اع7: 54","حنقوا","اغتاظوا بشدة"
1054,"اع9: 1","ينفث","ينفخ - يزفر"
1055,"اع10: 1","كرنيليوس","اسم لاتينى معناه مثل القرن متين"
1056,"اع10: 10","غيبة","نشوة روحية - خروج العقل عن حالته الطبيعية"
1057,"اع11: 28","اغابوس","ربما هذا الاسم مأخوذ من الكلمة اليونانية اغابى = محبة"
1058,"اع12: 13","رودا","اسم يونانى معناه شجرة ورد"
1059,"اع13: 1","برنابا","اسم ارامى معناه ابن الوعظ"
1060,"اع13: 7","بولس","اسم لاتينى معناه الصغير"
1061,"اع14: 12","هرمس","واحد من كبار اله اليونان"
1062,"اع16: 24","المقطرة","خشبة فيها فتحات تقيد فيها ارجل المساجين"
1063,"اع17: 18","الابيكوريين","اتباع ابيكورس الفيلسوف اليونانى"
1064,"اع17: 34","ديونيسيوس","اسم يونانى معناه من يخص الاله ديونيسوس"
1065,"اع18: 2","اكيلا","اسم لاتينى معناه نسر"
1066,"اع18: 7","يوستس","اسم لاتينى معناه عادل"
1067,"اع18: 8","كريسبس","اسم لاتينى معناه مجعد الشعر"
1068,"اع18: 24","ابلوس","اسم يونانى اختصار ابولونيوس"
1069,"اع19: 13","الطوافين","المتجولين"
1070,"اع19: 24","ارطاميس","الهة القمر عند اليونان"
1071,"اع19: 29","ارسترخس","اسم يونانى معناه خير حاكم"
1072,"اع20: 4","سوباترس","اسم يونانى معناه صالح الابوين"
1073,"اع20: 9","افتيخوس","اسم يونانى معناه السعيد الطالع"
1074,"اع20: 17","قسوس","كلمة سريانية معناها شيوخ"
1075,"اع20: 35","تعضدون","تعاونون - تساعدون"
1076,"اع22: 2","احرى","اجدر - افضل"
1077,"رو1: 14","البرابرة","البربرى = كانت تطلق على كل فرد من امم الارض فيما عدا اليونانى و الرومانى"
1078,"رو1: 16","استحي","اخجل"
1079,"رو1: 20","السرمدية","السرمدى = الازلى - الابدى"
1080,"رو1: 30","ثالبين","عائبين و شاتمين"
1081,"رو13: 13","البطر","الاذدراء بالنعمة و التكبر على الحق"
1082,"رو14: 2","بقولا","النباتات التى يتغذى عليها الانسان و الحيوان"
1083,"رو16: 15","نيريوس","اسم يونانى لأله البحر"
1084,"رو16: 21","تيموثاوس","اسم يونانى معناه عابد الله"
1085,"رو16: 18","السلماء","سليم النية - طيب القلب"
1086,"رو16: 23","كوارتس","اسم لاتينى معناه الرابع"
1087,"1كو6: 9","مابونون","شواذ جنسيا"
1088,"1كو7: 9","التحرق","شديد الشهوة"
1089,"1كو7: 22","عتيق","حر - من تحرر من العبودية"
1090,"1كو7: 40","غبطة","سعادة"
1091,"1كو9: 24","الجعالة","الجائزة الاكليل"
1092,"1كو9: 27","اقمع","اقهر"
1093,"1كو11: 4","يشين","يعيب"
1094,"2كو1: 24","موازرون","معاونون"
1095,"2كو6: 15","بليعال","اسم عبرى معناه عديم الفائدة - شرير"
1096,"2كو9: 4","جسارة","جرأة - إقدام"
1097,"2كو9: 6","الشح","البخل"
1098,"2كو11: 33","زنبيل","قفة - سلة كبيرة"
1099,"2كو12: 21","العهارة","الفجور"
1100,"2كو13: 10","جزما","صرامة - قسوة"
1101,"غلا1: 8","اناثيما","محروما - ملعونا"
1102,"غلا1: 14","اترابي","المساوين لى فى العمر"
1103,"غلا2: 5","نذعن","نتنازل - نستسلم"
1104,"غلا3: 1","رقاكم","سحركم - اغواكم"
1105,"غلا5: 20","شقاق","مخاصمة"
1106,"اف2: 15","الاثنين","اليهود و الامم"
1107,"اف3: 9","المكتوم","الغير معلن"
1108,"اف5: 27","غضن","تجعد - كرمشة"
1109,"اف6: 21","تيخيكس","اسم يونانى معناه محصن"
1110,"في1: 7","وثقي","قيودى"
1111,"في2: 6","خلسة","السرقة بخفة و خفية"
1112,"في2: 14","دمدمة","تذمر"
1113,"في2: 30","يجبر","يسد نقص - يعوض عن"
1114,"في3: 2","الكلاب","المعلمين الكذبة"
1115,"في4: 2","افودية","كلمة يونانية معناها رحلة موفقة"
1116,"كو2: 16","هلال","اول ايام القمر"
1117,"كو2: 23","نافلة","عبادة او فرض لم يأمر به الله"
1118,"كو3: 11","سكيثي","قبائل متجولة من شمال البحر الاسود و بحر قزوين"
1119,"كو3: 25","محاباة","مفاضلة - تفضيل شخص على اخر بغي عدل"
1120,"كو4: 6","ملح","المراد هنا القداسة"
1121,"كو4: 10","مرقس","اسم لاتينى معناه مطرقة"
1122,"كو4: 11","يسطس","اسم لاتينى معناه عادل"
1123,"1تس4: 8","يرذل","يحتقر - يرفض"
1124,"1تس5: 27","اناشدكم","اطلب بألحاح"
1125,"2تس1: 5","بينة","علامة - دليل"
1126,"2تس3: 14","سموا","السمة = العلامة"
1127,"1تي1: 4","خرافات","قصص غير حقيقية نابعة من ذهن الانسان الفاسد"
1128,"1تي1: 8","ناموسيا","المراد هنا يحفظه تماما"
1129,"1تي1: 20","هيمينايس","اسم يونانى نسبة الى اله الزواج عند الاغريق"
1130,"1تي3: 6","يتصلف","يتكبر"
1131,"1تي4: 7","روض","ذلل و طوع بالتدريب"
1132,"1تي5: 13","بطالات","عاطلات عن العمل"
1133,"1تي6: 4","مماحكات","معارك كلامية"
1134,"1تي6: 9","العطب","الهلاك"
1135,"2تي1: 5","لوئيس","اسم يونانى ربما كان معناه افضل"
1136,"2تي1: 6","تضرم","تلتهب"
1137,"2تي3: 4","مقتحمين","متهورين - طائشين"
1138,"2تي3: 6","يسبون","يستحوذون على - يأسرون افكار و عواطف النساء"
1139,"2تي4: 3","مستحكة","متقسية من كثرة الحك"
1140,"2تي4: 13","الرقوق","جلد رقيق كان يكتب عليه"
1141,"تي3: 3","ممقوتين","المقت = البغضة الشديدة"
1142,"تي3: 10","المبتدع","البدعة = الهرطقة - المبتدع الشخص الذى يعلم بخلاف ما هو موحى به من الله"
1143,"فيل1: 1","فليمون","اسم يونانى معناه محب"
1144,"فيل1: 10","ولدته","المراد الولادة فى الايمان"
